cue,response,count
heden,nu,80
heden,vandaag,52
heden,verleden,22
heden,toekomst,19
hedendaags,modern,55
hedendaags,nu,54
hedendaags,vandaag,23
heel,volledig,30
heel,veel,24
heel,erg,18
heel,gans,15
heelal,sterren,45
heelal,ruimte,29
heelal,oneindig,14
heelal,maan,13
heer,man,38
heer,dame,24
heer,meneer,15
heer,meester,13
heerlijk,lekker,46
heerlijk,zalig,19
heerlijk,eten,17
heerlijk,fijn,17
heerschappij,macht,35
heerschappij,koning,21
heerschappij,overheersing,11
heerschappij,baas,9
heersen,macht,26
heersen,koning,23
heersen,regeren,20
heersen,keizer,11
heerser,koning,41
heerser,tiran,17
heerser,dictator,16
heerser,keizer,16
hees,stem,52
hees,keel,27
hees,keelpijn,19
hees,schor,17
heester,struik,47
heester,plant,25
heester,groen,19
heet,warm,64
heet,zon,19
heet,zomer,15
heet,verbranden,14
hefboom,fysica,13
hefboom,kracht,11
hefboom,trein,10
heffen,tillen,46
heffen,zwaar,45
heffen,gewicht,20
heffen,rug,14
heftig,hevig,44
heftig,fel,35
heftig,erg,11
heftig,hard,8
heftruck,magazijn,15
heftruck,werken,15
heftruck,werk,11
heftruck,fabriek,10
heg,haag,48
heg,groen,35
heg,tuin,20
heg,struik,15
hei,paars,24
hei,heide,18
hei,natuur,12
heide,paars,28
heide,gras,16
heide,natuur,12
heide,erica,11
heiden,ongelovige,25
heiden,ketter,15
heiden,geloof,11
heidens,ongelovig,19
heidens,ketters,10
heidens,goddeloos,7
heil,hitler,24
heil,geluk,21
heil,gezondheid,14
heilbot,vis,85
heilbot,lekker,24
heilbot,gerookt,20
heilbot,zee,16
heilig,kerk,44
heilig,sint,25
heilig,paus,19
heilig,geloof,9
heilige,sint,38
heilige,kerk,36
heilige,paus,12
heilige,sinterklaas,12
heilzaam,gezond,35
heilzaam,goed,35
heilzaam,genezend,25
heilzaam,geneeskrachtig,14
heim,thuis,31
heim,huis,16
heim,heimwee,13
heimelijk,stiekem,39
heimelijk,achterbaks,21
heimelijk,geheim,21
heimwee,thuis,32
heimwee,verdriet,19
heimwee,huis,11
heimwee,tranen,10
hek,tuin,37
hek,afsluiting,19
hek,hout,17
hek,omheining,17
hekel,haat,23
hekel,afkeer,16
hekel,haten,7
heks,bezem,40
heks,neus,17
heks,sprookje,14
heks,hoed,11
hel,duivel,54
hel,vuur,53
hel,hemel,36
hel,warm,12
hela,hallo,20
hela,ba,15
hela,groet,11
helaas,spijtig,61
helaas,jammer,59
helaas,pech,11
held,oorlog,15
held,ridder,11
held,man,10
helder,klaar,51
helder,duidelijk,25
helder,water,21
helder,licht,20
heldin,held,31
heldin,vrouw,27
heldin,dapper,8
helemaal,volledig,61
helemaal,alles,49
helemaal,totaal,31
helemaal,gans,20
helen,genezen,73
helen,wonde,16
helen,verzorgen,12
helen,dokter,9
helft,delen,34
helft,deel,22
helft,half,11
helft,taart,10
helicopter,vliegen,43
helicopter,vliegtuig,18
helicopter,lawaai,16
helicopter,schroef,15
helikopter,vliegen,47
helikopter,lucht,25
helikopter,schroef,19
helikopter,lawaai,14
heling,diefstal,27
heling,genezing,19
heling,genezen,13
hellend,vlak,50
hellend,schuin,20
hellend,berg,19
hellend,steil,16
helling,berg,40
helling,steil,20
helling,heuvel,16
helling,fietsen,10
helm,fiets,32
helm,brommer,28
helm,motor,18
helm,vallen,18
helpen,behulpzaam,9
helpen,vrienden,9
helpen,lief,7
helpen,mensen,7
helper,hulp,18
helper,assistent,12
helper,steun,10
helper,vriend,9
hels,lawaai,32
hels,kabaal,22
hels,duivels,11
hels,slecht,11
hem,man,44
hem,haar,36
hem,hij,34
hem,jongen,12
hemd,das,25
hemd,man,25
hemd,wit,16
hemd,broek,13
hemel,blauw,50
hemel,wolken,34
hemel,god,26
hemel,sterren,21
hemelbed,slapen,20
hemelbed,romantisch,14
hemelbed,romantiek,13
hemelbed,wit,11
hemellichaam,ster,67
hemellichaam,zon,60
hemellichaam,maan,56
hemellichaam,planeet,27
hemels,zalig,25
hemels,blauw,20
hemels,lekker,15
hemels,mooi,12
hen,kip,84
hen,haan,33
hen,zij,28
hen,ei,24
hendel,deur,17
hendel,handvat,17
hendel,trekken,15
hengel,vissen,49
hengel,vis,41
hengel,water,24
hengel,vijver,15
hengst,paard,80
hengst,merrie,30
hengst,mannelijk,13
hengst,veulen,10
heraut,middeleeuwen,29
heraut,boodschapper,11
heraut,ridder,9
herbeginnen,opnieuw,67
herbeginnen,starten,14
herbeginnen,start,10
herbeginnen,herstarten,7
herberg,café,20
herberg,bier,15
herberg,slapen,14
herberg,jeugd,13
herbergier,bier,43
herbergier,café,26
herbergier,herberg,12
herbergier,cafe,10
herbivoor,gras,25
herbivoor,koe,19
herbivoor,dier,16
herboren,nieuw,29
herboren,fris,16
herboren,opnieuw,14
herboren,vernieuwd,7
herder,schapen,58
herder,schaap,29
herder,hond,22
herder,jezus,11
heren,dames,41
heren,mannen,29
heren,toilet,21
heren,kostuum,14
herenhuis,groot,35
herenhuis,stad,25
herenhuis,mooi,21
herenhuis,oud,21
herfst,bladeren,61
herfst,kleuren,30
herfst,wind,13
herfst,regen,12
herfstachtig,bladeren,37
herfstachtig,regen,22
herfstachtig,bruin,12
herfstachtig,kleuren,12
hergebruik,recyclage,44
hergebruik,opnieuw,15
hergebruik,milieu,14
hergebruik,plastic,12
herhaald,opnieuw,56
herhaald,nogmaals,13
herhaald,vervelend,9
herhalen,opnieuw,40
herhalen,repeteren,22
herhalen,studeren,11
herhaling,opnieuw,34
herhaling,repetitie,18
herhaling,saai,17
herhaling,tv,11
herinneren,vroeger,24
herinneren,geheugen,23
herinneren,verleden,14
herinneren,denken,12
herinnering,verleden,26
herinnering,vroeger,24
herinnering,geheugen,14
herinnering,mooi,14
herinneringen,vroeger,25
herinneringen,verleden,18
herinneringen,geheugen,17
herinneringen,jeugd,13
herkauwen,koe,89
herkauwen,gras,47
herkauwen,maag,25
herkauwen,eten,14
herkenbaar,duidelijk,19
herkenbaar,bekend,15
herkenbaar,kennen,8
herkennen,zien,21
herkennen,gezicht,14
herkennen,foto,10
herkennen,herinnering,10
herkenning,gezicht,17
herkenning,vriend,9
herkenning,bekend,8
herkomst,afkomst,41
herkomst,oorsprong,33
herkomst,land,24
herkomst,origine,24
hermans,toon,35
hermans,margriet,32
hermans,naam,9
heroine,drugs,58
heroine,drug,21
heroine,verslaving,18
heroine,spuit,17
herrie,lawaai,69
herrie,ruzie,56
herrie,kabaal,15
herrie,kinderen,7
hersenen,denken,39
hersenen,hoofd,25
hersenen,verstand,24
hersenen,brein,14
hersens,denken,33
hersens,hoofd,21
hersens,brein,20
hersens,slim,17
herstel,ziekte,26
herstel,genezen,19
herstel,beter,16
herstel,revalidatie,14
hersteld,genezen,43
hersteld,gemaakt,33
hersteld,ziek,21
hersteld,beter,19
herstellen,maken,39
herstellen,repareren,26
herstellen,kapot,23
herstellen,genezen,11
herstelling,reparatie,35
herstelling,maken,19
herstelling,kapot,18
herstelling,fiets,12
hert,bos,44
hert,bambi,37
hert,dier,33
hert,gewei,33
hertog,adel,39
hertog,kasteel,24
hertog,graaf,18
hertog,hertogin,18
hesp,kaas,29
hesp,vlees,27
hesp,varken,23
hesp,ham,18
het,lidwoord,65
het,de,46
het,een,36
het,onzijdig,22
heten,naam,80
heten,noemen,64
heten,namen,6
hetzelfde,idem,61
hetzelfde,gelijk,47
hetzelfde,identiek,12
hetzelfde,tweeling,11
heup,gewricht,21
heup,bekken,14
heup,breuk,12
heup,lichaam,11
heus,echt,65
heus,waar,32
heus,zeker,22
heuvel,berg,40
heuvel,landschap,19
heuvel,groen,14
heuvel,gras,11
heuvelachtig,bergen,28
heuvelachtig,landschap,25
heuvelachtig,ardennen,19
heuvelachtig,glooiend,18
hevel,water,13
hevel,overhevelen,9
hevel,benzine,6
hevig,fel,48
hevig,erg,35
hevig,sterk,15
hevig,hard,14
hiaat,gat,30
hiaat,leegte,30
hiaat,tekort,17
hiel,voet,74
hiel,schoen,41
hiel,hak,15
hiel,eelt,13
hier,nu,48
hier,daar,38
hier,thuis,29
hierarchie,baas,23
hierarchie,macht,13
hierarchie,orde,8
hierarchie,rangorde,8
hiernamaals,hemel,67
hiernamaals,dood,50
hiernamaals,hel,15
high,drugs,75
high,hoog,23
high,stoned,13
high,roes,9
hij,man,67
hij,zij,45
hij,mannelijk,13
hij,hem,12
hijgen,moe,30
hijgen,lopen,28
hijgen,inspanning,16
hijgen,telefoon,13
hijsen,kraan,45
hijsen,heffen,26
hijsen,opheffen,14
hijsen,zwaar,14
hijskraan,bouw,21
hijskraan,hoog,18
hijskraan,bouwwerf,14
hijskraan,werken,12
hik,vervelend,41
hik,drinken,21
hik,groeien,18
hik,lastig,14
hikken,vervelend,32
hikken,groeien,20
hikken,drinken,19
hinde,hert,50
hinde,ree,28
hinde,bos,20
hinderen,verkeer,19
hinderen,storen,16
hinderen,vervelend,15
hinderen,tegenhouden,11
hinderlijk,vervelend,44
hinderlijk,lastig,41
hinderlijk,irritant,26
hinderlijk,storend,13
hindernis,obstakel,27
hindernis,moeilijk,11
hindernis,moeilijkheid,11
hindernis,springen,11
hinkelen,kinderen,24
hinkelen,springen,24
hinkelen,krijt,23
hinkelen,spel,23
hinkelpark,kinderen,32
hinkelpark,krijt,22
hinkelpark,spelen,14
hinken,manken,24
hinken,pijn,19
hinken,spel,11
hinken,springen,11
hinniken,paard,94
hinniken,geluid,26
hinniken,lachen,13
hint,tip,61
hint,hulp,26
hint,spel,10
hip,trendy,30
hip,modern,28
hip,jong,25
hip,mode,25
hippie,lang haar,24
hippie,bloemen,14
hippie,haar,12
hippie,flower power,8
hiroshima,atoombom,61
hiroshima,japan,45
hiroshima,oorlog,23
hiroshima,bom,19
historie,geschiedenis,83
historie,verhaal,58
historie,verleden,23
historie,oud,7
historisch,geschiedenis,61
historisch,oud,23
historisch,verleden,22
historisch,geschiedkundig,21
hit,muziek,45
hit,radio,21
hit,lied,17
hit,liedje,16
hitler,oorlog,46
hitler,snor,31
hitler,duitsland,27
hitler,nazi,22
hitte,zon,33
hitte,warm,32
hitte,zomer,31
hitte,warmte,19
hittegolf,warm,41
hittegolf,zomer,39
hittegolf,zweten,20
hittegolf,heet,17
hiv,aids,68
hiv,ziekte,34
hiv,afrika,16
hiv,homo,13
hobbelen,paard,29
hobbelen,kasseien,13
hobbelen,wiebelen,9
hobbelig,weg,27
hobbelig,kasseien,24
hobbelig,kassei,13
hobbelig,oneffen,9
hobbelpaard,kind,37
hobbelpaard,speelgoed,31
hobbelpaard,hout,24
hobbelpaard,schommelen,16
hobby,ontspanning,20
hobby,vrije tijd,19
hobby,lezen,11
hobby,plezier,11
hobo,muziek,60
hobo,instrument,23
hobo,orkest,20
hobo,muziekinstrument,17
hockey,ijs,38
hockey,stick,38
hockey,sport,37
hockey,puck,18
hoe,waarom,45
hoe,wat,35
hoe,waar,28
hoe,vraag,21
hoed,hoofd,25
hoed,man,15
hoed,pet,10
hoed,bolhoed,8
hoede,voorzichtig,28
hoede,bescherming,17
hoede,alert,12
hoede,zorg,9
hoeden,beschermen,22
hoeden,hoofddeksels,19
hoeden,hoofddeksel,17
hoeden,oppassen,16
hoef,paard,96
hoef,smid,36
hoef,ijzer,34
hoef,hoefijzer,22
hoefijzer,paard,97
hoefijzer,geluk,67
hoefijzer,smid,32
hoefijzer,ijzer,9
hoek,straat,28
hoek,kamer,17
hoek,driehoek,15
hoek,straf,14
hoekig,vierkant,37
hoekig,scherp,25
hoekig,driehoek,13
hoekig,rond,12
hoektand,scherp,30
hoektand,tandarts,30
hoektand,gebit,26
hoektand,bijten,20
hoen,kip,77
hoen,haan,23
hoen,ei,16
hoepel,rond,21
hoepel,kinderen,15
hoepel,rok,15
hoepel,hoelahoep,14
hoepelen,spelen,20
hoepelen,rond,16
hoepelen,hoepel,14
hoer,prostituee,14
hoer,vrouw,14
hoer,geld,11
hoera,verjaardag,54
hoera,feest,40
hoera,blij,19
hoera,joepie,17
hoes,plaat,19
hoes,laken,16
hoes,bescherming,14
hoes,cd,13
hoest,siroop,38
hoest,ziek,35
hoest,verkoudheid,17
hoest,kuchen,13
hoestbui,ziek,33
hoestbui,verkoudheid,17
hoestbui,niezen,12
hoestbui,vervelend,12
hoesten,ziek,46
hoesten,kuchen,23
hoesten,verkoudheid,20
hoesten,siroop,15
hoeve,boerderij,57
hoeve,dieren,23
hoeve,boer,18
hoeve,koe,8
hoeveel,aantal,38
hoeveel,vraag,20
hoeveel,hoeveelheid,17
hoeveel,geld,16
hoeveelheid,aantal,31
hoeveelheid,veel,22
hoeveelheid,massa,20
hoeven,paard,64
hoeven,moeten,28
hoeven,smid,17
hoeven,paarden,13
hoewel,alhoewel,22
hoewel,twijfel,18
hoewel,maar,15
hof,tuin,74
hof,koning,30
hof,bloemen,18
hof,gras,12
hoffelijk,beleefd,40
hoffelijk,vriendelijk,18
hoffelijk,gentleman,15
hoffelijk,galant,14
hoffelijkheid,beleefd,31
hoffelijkheid,vriendelijk,15
hoffelijkheid,galant,13
hoffelijkheid,verkeer,12
hoge,bomen,35
hoge,toren,23
hoge,lage,21
hoge,berg,20
hoger,lager,60
hoger,ladder,11
hoger,berg,10
hoger,top,10
hogeschool,universiteit,32
hogeschool,studeren,24
hogeschool,diploma,19
hogeschool,leren,11
hok,hond,51
hok,kot,29
hok,kip,18
hok,kippen,11
hokje,vakje,20
hokje,klein,11
hokje,kotje,10
hokje,stemmen,8
hol,leeg,34
hol,konijn,22
hol,grot,14
hol,gat,11
holebi,homo,42
holebi,lesbisch,26
holebi,anders,11
holland,nederland,45
holland,kaas,40
holland,oranje,18
holland,tulpen,17
hollander,kaas,38
hollander,nederlander,25
hollander,nederland,14
hollander,oranje,13
hollen,lopen,67
hollen,rennen,63
hollen,snel,17
hollen,moe,6
hollywood,film,52
hollywood,sterren,20
hollywood,amerika,14
hollywood,glamour,13
holte,gat,48
holte,grot,29
holte,nis,20
holte,oksel,14
home,thuis,69
home,huis,32
home,internet,15
home,bejaarden,11
homeopathie,kruiden,27
homeopathie,geneeskunde,22
homeopathie,alternatief,21
homeopathie,alternatieve geneeskunde,11
hommel,bij,53
hommel,zomer,17
hommel,dik,16
hommel,pijn,16
homo,man,40
homo,mens,17
homo,sapiens,11
homo,gay,10
homofiel,man,27
homofiel,homo,18
homofiel,lesbisch,11
homofiel,mannen,11
homogeen,gelijk,38
homogeen,hetzelfde,20
homogeen,massa,20
homogeen,heterogeen,17
homoseksueel,man,23
homoseksueel,mannen,15
homoseksueel,lesbisch,12
homp,brood,45
homp,vlees,35
homp,stuk,25
hond,blaffen,20
hond,kat,18
hond,huisdier,15
hond,trouw,11
hondehok,hond,53
hondehok,buiten,23
hondehok,tuin,14
hondehok,hout,13
honden,blaffen,36
honden,katten,18
honden,bijten,17
honden,dieren,12
honderd,getal,26
honderd,euro,21
honderd,veel,18
honderd,duizend,17
hondje,lief,21
hondje,blaffen,14
hondje,klein,13
hondje,puppy,11
honger,eten,66
honger,afrika,15
honger,dorst,14
honger,armoede,11
hongerig,eten,58
hongerig,maag,22
hongerig,afrika,9
hongerig,buik,7
honing,bij,71
honing,zoet,53
honing,geel,22
honing,bijen,16
honk,bal,27
honk,sport,27
honk,vast,21
honkbal,sport,46
honkbal,amerika,23
honkbal,knuppel,23
honkbal,bat,21
hoofd,haar,45
hoofd,ogen,30
hoofd,neus,21
hoofd,hersenen,20
hoofddeksel,pet,76
hoofddeksel,hoed,73
hoofddeksel,muts,41
hoofddeksel,hoofddoek,9
hoofddoek,islam,36
hoofddoek,moslim,36
hoofddoek,vrouw,26
hoofddoek,moslima,15
hoofdeinde,bed,85
hoofdeinde,kussen,50
hoofdeinde,slapen,33
hoofden,koppen,42
hoofden,mensen,19
hoofden,bazen,14
hoofden,leiders,11
hoofdkussen,slapen,73
hoofdkussen,bed,46
hoofdkussen,zacht,45
hoofdkussen,dons,13
hoofdkwartier,leger,45
hoofdkwartier,politie,14
hoofdkwartier,basis,7
hoofdkwartier,gebouw,7
hoofdpijn,migraine,30
hoofdpijn,stress,19
hoofdpijn,vervelend,17
hoofdpijn,ziek,15
hoofdstad,brussel,52
hoofdstad,land,26
hoofdstad,amsterdam,21
hoofdstad,parijs,17
hoofdstuk,boek,79
hoofdstuk,deel,17
hoofdstuk,lezen,17
hoofdzaak,belangrijk,50
hoofdzaak,bijzaak,36
hoofdzaak,belangrijkste,21
hoofdzaak,kern,12
hoofs,middeleeuwen,18
hoofs,kasteel,11
hoofs,ridder,10
hoog,laag,42
hoog,berg,21
hoog,toren,16
hoog,lucht,11
hoogbegaafd,slim,46
hoogbegaafd,iq,27
hoogbegaafd,intelligent,25
hoogbegaafd,geniaal,7
hooghartig,arrogant,31
hooghartig,uit de hoogte,14
hooghartig,verwaand,9
hoogheid,koning,72
hoogheid,prins,19
hoogheid,sire,18
hoogheid,koningin,17
hoogmoed,val,35
hoogmoed,trots,20
hoogmoed,arrogantie,12
hoogste,berg,36
hoogste,top,33
hoogste,laagste,14
hoogste,beste,13
hoogstens,minstens,17
hoogte,berg,39
hoogte,vrees,17
hoogte,laagte,14
hoogte,lengte,12
hoogtepunt,top,33
hoogtepunt,orgasme,20
hoogtepunt,berg,15
hooi,boer,21
hooi,gras,20
hooi,paard,19
hooi,zomer,17
hooiberg,naald,26
hooiberg,speld,23
hooiberg,zomer,18
hooiberg,stro,15
hooikoorts,niezen,67
hooikoorts,allergie,26
hooikoorts,pollen,21
hooikoorts,zomer,15
hooivork,boer,47
hooivork,riek,30
hooivork,hooi,26
hooivork,boerderij,21
hooiwagen,boer,36
hooiwagen,spin,28
hooiwagen,zomer,25
hooiwagen,stro,13
hooligan,voetbal,76
hooligan,geweld,32
hooligan,agressie,6
hooligan,engeland,5
hooligans,voetbal,68
hooligans,geweld,18
hooligans,vandalen,9
hooligans,vandalisme,6
hoop,leven,36
hoop,geloof,15
hoop,berg,13
hoop,toekomst,13
hoopvol,toekomst,36
hoopvol,positief,30
hoopvol,verwachting,17
hoopvol,blij,16
hoorapparaat,doof,43
hoorapparaat,oor,20
hoorapparaat,oud,15
hoorapparaat,oren,12
hoorn,blazen,17
hoorn,telefoon,17
hoorn,muziek,14
hoorn,koe,11
hop,bier,77
hop,plant,12
hop,springen,10
hopelijk,misschien,20
hopelijk,wens,20
hopelijk,hoop,17
hopelijk,toekomst,17
hopeloos,uitzichtloos,16
hopeloos,verloren,16
hopeloos,verliefd,14
hopen,wensen,16
hopen,toekomst,14
hopen,leven,13
hopen,geluk,12
horde,bende,16
horde,hindernis,16
horde,kudde,15
horeca,restaurant,43
horeca,eten,24
horeca,drinken,17
horen,oor,41
horen,luisteren,31
horen,muziek,30
horen,zien,30
horendol,gek,46
horendol,zot,32
horendol,lawaai,18
horens,koe,49
horens,stier,47
horens,dier,11
horens,hert,11
horizon,zon,38
horizon,zee,32
horizon,einder,23
horizon,zonsondergang,19
horizontaal,horizon,33
horizontaal,plat,28
horizontaal,vertikaal,27
horizontaal,verticaal,19
horloge,tijd,65
horloge,uur,34
horloge,pols,22
horloge,uurwerk,18
hormonen,vrouw,22
hormonen,testosteron,12
hormonen,pil,11
hormonen,vrouwen,11
hormoon,vrouw,20
hormoon,menopauze,11
hormoon,pil,11
hormoon,testosteron,11
horoscoop,bijgeloof,13
horoscoop,sterren,12
horoscoop,sterrenbeeld,12
horoscoop,astrologie,11
horror,film,57
horror,bloed,25
horror,angst,23
horror,eng,14
hospitaal,ziekenhuis,51
hospitaal,ziek,26
hospitaal,dokter,15
hospitaal,bed,13
hostess,vliegtuig,63
hostess,uniform,16
hostess,vriendelijk,12
hostess,mooi,10
hostie,kerk,68
hostie,pastoor,25
hostie,communie,20
hostie,mis,20
hotdog,worst,43
hotdog,mosterd,30
hotdog,broodje,26
hotdog,ketchup,16
hotel,vakantie,50
hotel,slapen,24
hotel,kamer,14
houdbaar,datum,37
houdbaar,eten,15
houdbaar,vers,12
houden,van,22
houden,liefde,21
houden,hebben,20
houden,vasthouden,18
houder,eigenaar,25
houder,beker,11
houder,bezitter,7
houding,air,26
houding,attitude,22
houding,recht,17
houding,pose,12
hout,boom,47
hout,bos,26
hout,vuur,24
hout,bruin,9
houten,boom,19
houten,kast,14
houten,tafel,14
houten,been,13
houterig,stijf,57
houterig,stram,12
houterig,onhandig,9
houterig,oud,8
houthakken,bijl,44
houthakken,bos,40
houthakken,boom,16
houthakken,hout,13
houthakker,bos,57
houthakker,bijl,50
houthakker,hout,21
houthakker,bomen,18
houtklem,hout,24
houtklem,lijm,8
houtklem,bos,6
houtskool,zwart,49
houtskool,vuur,30
houtskool,barbecue,22
houtskool,tekenen,21
houtwol,isolatie,26
houtwol,hout,9
houtwol,warm,9
houtworm,gaatjes,22
houtworm,hout,17
houtworm,kast,12
houtworm,vies,12
houvast,steun,38
houvast,zekerheid,14
houvast,stevig,12
houweel,mijn,11
houweel,werktuig,11
houweel,hout,9
houwen,beeld,20
houwen,bijl,20
houwen,steen,15
hovenier,tuinman,47
hovenier,tuin,39
hovenier,tuinier,13
hovenier,planten,9
hovercraft,water,44
hovercraft,boot,33
hovercraft,zee,27
huid,vel,44
huid,zacht,25
huid,bruin,12
huid,blank,6
huidig,nu,82
huidig,vandaag,24
huidig,momenteel,21
huidskleur,zwart,50
huidskleur,blank,48
huidskleur,bruin,24
huidskleur,wit,15
huifkar,paard,43
huifkar,paarden,22
huifkar,boer,7
huifkar,vroeger,7
huig,keel,65
huig,mond,24
huig,slikken,11
huik,wind,11
huik,jas,4
huik,hangen,3
huilebalk,wenen,29
huilebalk,kind,21
huilebalk,baby,16
huilebalk,tranen,15
huilen,verdriet,56
huilen,tranen,43
huilen,wenen,30
huilen,pijn,19
huis,thuis,26
huis,tuin,26
huis,dak,23
huis,deur,16
huisarts,dokter,61
huisarts,ziek,30
huisarts,vertrouwen,17
huisarts,ziekte,13
huisbewaarder,concierge,42
huisbewaarder,sleutel,25
huisbewaarder,conciërge,22
huisdier,hond,85
huisdier,kat,70
huisdier,vis,19
huisdier,konijn,10
huiselijk,gezellig,57
huiselijk,warm,30
huiselijk,thuis,20
huiselijk,knus,14
huishoudelijk,poetsen,17
huishoudelijk,werk,17
huishoudelijk,koken,15
huishoudelijk,kuisen,13
huishouden,koken,26
huishouden,kuisen,16
huishouden,poetsen,16
huishouden,vrouw,14
huishoudster,kuisvrouw,15
huishoudster,poetsen,15
huishoudster,hulp,14
huishoudster,meid,14
huisje,tuintje,39
huisje,gezellig,19
huisje,boompje,14
huisje,klein,13
huiskamer,gezellig,53
huiskamer,warm,25
huiskamer,zetel,20
huiskamer,living,19
huismoeder,kinderen,29
huismoeder,mama,27
huismoeder,thuis,23
huismoeder,huishouden,11
huistaak,school,39
huistaak,huiswerk,25
huistaak,werk,21
huistaak,kinderen,10
huisvrouw,kinderen,27
huisvrouw,moeder,21
huisvrouw,koken,20
huisvrouw,thuis,19
huisvuil,afval,30
huisvuil,vuilniszak,16
huisvuil,vuilzak,12
huisvuil,zak,11
huiswerk,school,37
huiswerk,taak,14
huiswerk,kinderen,10
huiswerk,saai,10
huiveren,rillen,35
huiveren,angst,31
huiveren,koud,20
huiveren,schrik,19
huiverig,bang,34
huiverig,koud,24
huiverig,angstig,16
huiverig,rillen,16
huizen,wonen,32
huizen,straat,16
huizen,kopen,15
huizen,duur,11
hulde,eerbetoon,33
hulde,eer,28
hulde,feest,20
hulde,bloemen,14
hulp,ehbo,13
hulp,nood,11
hulp,helpen,10
hulp,bieden,8
hulpeloos,kind,21
hulpeloos,alleen,16
hulpeloos,baby,13
hulpeloos,helpen,9
hulpje,knecht,25
hulpje,slaaf,15
hulpje,assistent,12
hulpje,keuken,9
hulpmiddel,gereedschap,12
hulpmiddel,computer,9
hulpmiddel,bril,6
huls,kogel,49
huls,omhulsel,21
huls,geweer,15
hulst,kerstmis,41
hulst,groen,26
hulst,kerst,19
hulst,struik,14
humaan,menselijk,69
humaan,mens,12
humaan,wetenschappen,12
humeur,ochtend,22
humeur,goed,21
humeur,slecht,21
humeur,vrolijk,17
humeurig,ochtend,22
humeurig,kwaad,15
humeurig,slechtgezind,15
humeurig,boos,13
humor,lachen,62
humor,grappig,14
humor,grap,13
humor,lach,12
humus,grond,32
humus,tuin,18
humus,aarde,14
hun,zij,30
hun,hen,27
hun,anderen,13
hunkeren,verlangen,65
hunkeren,liefde,25
hunkeren,willen,24
hup,vooruit,25
hup,springen,17
hup,konijn,16
huppelen,springen,46
huppelen,blij,24
huppelen,kinderen,19
huppelen,kind,16
hupsakee,vooruit,21
hupsakee,hopla,11
hupsakee,springen,11
huren,huis,52
huren,appartement,25
huren,geld,23
huren,kopen,19
hurken,zitten,29
hurken,knielen,23
hurken,bukken,13
hurken,buigen,9
hut,afrika,31
hut,hout,18
hut,stro,17
hut,bos,9
hutsepot,eten,27
hutsepot,lekker,17
hutsepot,groenten,16
hutsepot,winter,16
hutspot,winter,24
hutspot,lekker,21
hutspot,eten,19
hutspot,groenten,17
huur,huis,42
huur,geld,26
huur,betalen,24
huur,appartement,17
huurder,huis,42
huurder,appartement,24
huurder,geld,18
huurder,huur,17
